customer,recency,frequency,monetary,cluster,cluster_label
+000.00Ebzs,13,2,3827.7200000000003,4,Cliente Perdido
+062.12Ebzs,23,1,1479.17,0,Clientes que Necesitan Atención
+131.34Ebzs,17,1,668.27,0,Clientes que Necesitan Atención
+304.68Ebzs,20,2,12142.59,0,Clientes que Necesitan Atención
+442.34Ebzs,1,10,13247.76,1,Cliente Prometedor
+503.56Ebzs,23,1,5507.83,0,Clientes que Necesitan Atención
+524.76Ebzs,1,8,14268.949999999999,1,Cliente Prometedor
00025c4cbzs,9,2,1583.21,4,Cliente Perdido
001cdb6dbzs,20,2,6380.27,0,Clientes que Necesitan Atención
001f25aebzs,20,1,1153.45,0,Clientes que Necesitan Atención
00208f6bbzs,16,1,988.72,4,Cliente Perdido
003508a5bzs,3,3,27787.18,1,Cliente Prometedor
0035c443bzs,16,1,1951.26,4,Cliente Perdido
00376daebzs,11,1,2933.18,4,Cliente Perdido
003a3674bzs,11,1,783.02,4,Cliente Perdido
003c0276bzs,1,9,23313.120000000003,1,Cliente Prometedor
0045c2bfbzs,10,4,4914.87,4,Cliente Perdido
004cfa78bzs,15,1,1022.89,4,Cliente Perdido
004f3ad5bzs,14,1,1083.41,4,Cliente Perdido
006bbdf1bzs,9,1,875.84,4,Cliente Perdido
007f6e44bzs,5,1,1274.32,1,Cliente Prometedor
0080b0bdbzs,13,2,1730.26,4,Cliente Perdido
00865703bzs,21,1,2102.56,0,Clientes que Necesitan Atención
0095b71ebzs,13,1,1046.69,4,Cliente Perdido
00b033c1bzs,9,2,948.94,4,Cliente Perdido
00b6c54bbzs,4,2,1416.78,1,Cliente Prometedor
00bf7cb7bzs,5,11,17704.14,1,Cliente Prometedor
00c2722dbzs,16,1,870.74,4,Cliente Perdido
00d28fe9bzs,14,1,1258.1105,4,Cliente Perdido
00d50acebzs,6,1,1291.83,1,Cliente Prometedor
00df90eebzs,1,7,14727.61,1,Cliente Prometedor
00e6b5fabzs,21,1,1135.77,0,Clientes que Necesitan Atención
00efc7c9bzs,23,1,890.12,0,Clientes que Necesitan Atención
00f13a5dbzs,8,1,1544.96,4,Cliente Perdido
01072621bzs,14,1,533.46,4,Cliente Perdido
0107793bbzs,9,1,640.9,4,Cliente Perdido
01167e85bzs,24,1,1031.39,0,Clientes que Necesitan Atención
011fc3d0bzs,15,1,849.83,4,Cliente Perdido
013a38eabzs,8,1,1297.27,4,Cliente Perdido
014de2f1bzs,12,4,2856.17,4,Cliente Perdido
015347adbzs,6,1,683.57,1,Cliente Prometedor
0154923abzs,2,5,7822.72,1,Cliente Prometedor
015bc45bbzs,5,1,1452.82,1,Cliente Prometedor
015ca19cbzs,22,1,698.7,0,Clientes que Necesitan Atención
015cafaebzs,21,4,2551.5299999999997,0,Clientes que Necesitan Atención
0161d350bzs,15,1,398.31,4,Cliente Perdido
0167c369bzs,6,1,831.47,1,Cliente Prometedor
016c15d0bzs,9,1,2019.77,4,Cliente Perdido
01752ba6bzs,5,1,24102.94,1,Cliente Prometedor
01833ebabzs,22,1,698.7,0,Clientes que Necesitan Atención
01907f47bzs,12,1,983.96,4,Cliente Perdido
01a410c7bzs,15,1,1262.76,4,Cliente Perdido
01af4a1cbzs,1,105,325613.41,3,Mejores clientes
01b8143dbzs,15,1,1203.09,4,Cliente Perdido
01ccb97fbzs,6,2,3438.9300000000003,1,Cliente Prometedor
01d043c2bzs,23,1,2572.61,0,Clientes que Necesitan Atención
01d8070bbzs,23,1,698.7,0,Clientes que Necesitan Atención
01d927b8bzs,23,1,7879.67,0,Clientes que Necesitan Atención
01dcc0ecbzs,1,1,1029.35,1,Cliente Prometedor
01dfc431bzs,6,2,2989.62,1,Cliente Prometedor
01e20d4cbzs,11,1,842.01,4,Cliente Perdido
01e36dd4bzs,17,2,5001.4,0,Clientes que Necesitan Atención
0221f2fabzs,23,1,43296.79,0,Clientes que Necesitan Atención
0224d09cbzs,21,1,6171.68,0,Clientes que Necesitan Atención
02265651bzs,9,1,1236.58,4,Cliente Perdido
024cdc95bzs,8,4,4566.030000000001,4,Cliente Perdido
024e121dbzs,8,1,688.16,4,Cliente Perdido
0254def7bzs,19,1,2040.51,0,Clientes que Necesitan Atención
0254ffd7bzs,6,1,487.9,1,Cliente Prometedor
0263e5a2bzs,21,1,615.74,0,Clientes que Necesitan Atención
026ae54abzs,23,1,698.7,0,Clientes que Necesitan Atención
029982d8bzs,9,1,759.39,4,Cliente Perdido
029d3683bzs,14,1,779.62,4,Cliente Perdido
02ace86dbzs,21,1,1029.52,0,Clientes que Necesitan Atención
02addd17bzs,2,1,593.64,1,Cliente Prometedor
02b4cc0fbzs,22,1,1845.01,0,Clientes que Necesitan Atención
02b833cbbzs,21,1,6729.11,0,Clientes que Necesitan Atención
02bbc5c6bzs,2,34,82023.81,2,Cliente Leal
02be0b0cbzs,22,1,1298.29,0,Clientes que Necesitan Atención
02c13411bzs,12,1,966.28,4,Cliente Perdido
02d1c469bzs,23,1,1039.89,0,Clientes que Necesitan Atención
02dbf079bzs,16,1,531.59,4,Cliente Perdido
02e1caebbzs,24,1,528.53,0,Clientes que Necesitan Atención
02e30150bzs,1,22,37151.29,1,Cliente Prometedor
02eb48c7bzs,15,3,4034.27,4,Cliente Perdido
02f63545bzs,23,1,10139.14,0,Clientes que Necesitan Atención
03054a3ebzs,2,1,457.81,1,Cliente Prometedor
031c4625bzs,24,1,1428.0,0,Clientes que Necesitan Atención
03202558bzs,12,3,6688.99,4,Cliente Perdido
03252b56bzs,22,1,1056.38,0,Clientes que Necesitan Atención
0329a49cbzs,3,2,2202.86,1,Cliente Prometedor
032c04cdbzs,10,2,1354.22,4,Cliente Perdido
03465314bzs,2,30,54606.04,2,Cliente Leal
03521cdcbzs,20,1,2438.14,0,Clientes que Necesitan Atención
0354fd4ebzs,14,1,999.77,4,Cliente Perdido
036120c0bzs,8,1,582.93,4,Cliente Perdido
03655fadbzs,20,2,4148.68,0,Clientes que Necesitan Atención
0368b5d8bzs,4,1,1300.16,1,Cliente Prometedor
037256ddbzs,4,3,8288.52,1,Cliente Prometedor
0377b601bzs,3,4,7214.12,1,Cliente Prometedor
037937a5bzs,20,2,1713.94,0,Clientes que Necesitan Atención
03795df4bzs,5,7,10115.5287,1,Cliente Prometedor
037c3a72bzs,7,1,5941.84,1,Cliente Prometedor
037ca568bzs,23,1,3662.14,0,Clientes que Necesitan Atención
038458f6bzs,10,2,4539.68,4,Cliente Perdido
038aadd0bzs,9,1,782.68,4,Cliente Perdido
039e3152bzs,24,1,5935.04,0,Clientes que Necesitan Atención
03b2e6febzs,18,1,2899.86,0,Clientes que Necesitan Atención
03b3fac9bzs,21,1,698.7,0,Clientes que Necesitan Atención
03c67e26bzs,1,63,164895.75,2,Cliente Leal
03d3663cbzs,4,12,70879.45999999999,1,Cliente Prometedor
03ee8502bzs,8,2,2350.08,4,Cliente Perdido
03f619b7bzs,22,1,1271.6,0,Clientes que Necesitan Atención
04113314bzs,10,1,876.18,4,Cliente Perdido
04182a5bbzs,22,1,627.3,0,Clientes que Necesitan Atención
04361aa8bzs,20,1,5765.55,0,Clientes que Necesitan Atención
043fdfc3bzs,14,1,2204.39,4,Cliente Perdido
045a2d8cbzs,22,1,5473.66,0,Clientes que Necesitan Atención
04671cd2bzs,17,2,1933.58,0,Clientes que Necesitan Atención
046cd4fbbzs,24,1,552.67,0,Clientes que Necesitan Atención
0470826bbzs,1,3,8205.9,1,Cliente Prometedor
047feaa3bzs,4,2,4796.889999999999,1,Cliente Prometedor
04955aebbzs,19,1,1391.45,0,Clientes que Necesitan Atención
049945e8bzs,12,3,2972.62,4,Cliente Perdido
049d1744bzs,24,1,2008.55,0,Clientes que Necesitan Atención
04aa2a1ebzs,1,5,4583.88,1,Cliente Prometedor
04cd6089bzs,10,3,8965.119999999999,4,Cliente Perdido
04d2d483bzs,12,1,820.76,4,Cliente Perdido
04d33df9bzs,16,1,1441.43,4,Cliente Perdido
04d36798bzs,17,2,3577.48,0,Clientes que Necesitan Atención
04d65c6cbzs,10,1,390.49,4,Cliente Perdido
04dedec4bzs,9,1,1221.11,4,Cliente Perdido
04e24e26bzs,1,3,8956.789999999999,1,Cliente Prometedor
04e4a099bzs,8,3,3213.34,4,Cliente Perdido
04e9b306bzs,13,1,1769.36,4,Cliente Perdido
04f71deabzs,17,1,1017.11,0,Clientes que Necesitan Atención
05100063bzs,23,1,709.58,0,Clientes que Necesitan Atención
052ffeabbzs,21,1,3317.55,0,Clientes que Necesitan Atención
05467207bzs,8,12,12759.01,1,Cliente Prometedor
054d1890bzs,19,1,1560.09,0,Clientes que Necesitan Atención
055a129ebzs,14,1,1523.37,4,Cliente Perdido
0570bbabbzs,15,2,1883.77,4,Cliente Perdido
0574af09bzs,22,1,26001.33,0,Clientes que Necesitan Atención
057c5376bzs,20,1,2944.06,0,Clientes que Necesitan Atención
05841b8ebzs,1,59,246241.43,2,Cliente Leal
05961c45bzs,15,1,2615.96,4,Cliente Perdido
059a9c7dbzs,5,1,1059.27,1,Cliente Prometedor
05abe4ebbzs,5,2,7089.68,1,Cliente Prometedor
05b3634ebzs,6,5,14629.349999999999,1,Cliente Prometedor
05b61608bzs,21,1,1854.87,0,Clientes que Necesitan Atención
05c2d94bbzs,2,5,8650.28,1,Cliente Prometedor
05c45f81bzs,21,1,1620.95,0,Clientes que Necesitan Atención
05c8e263bzs,12,1,722.33,4,Cliente Perdido
05d0ced3bzs,13,1,1830.22,4,Cliente Perdido
05d81e8abzs,11,7,20645.31,4,Cliente Perdido
05d9eb0cbzs,2,3,2199.8,1,Cliente Prometedor
05db6415bzs,7,2,1160.59,1,Cliente Prometedor
05f1792fbzs,5,2,1661.92,1,Cliente Prometedor
05f5b9e2bzs,15,1,2085.56,4,Cliente Perdido
05fe67cebzs,4,1,1415.42,1,Cliente Prometedor
05fec8b6bzs,1,24,66363.41,2,Cliente Leal
060695d5bzs,13,3,15179.1606,4,Cliente Perdido
060c4af9bzs,8,1,2087.26,4,Cliente Perdido
062b7458bzs,13,1,528.36,4,Cliente Perdido
0630923fbzs,22,1,493.51,0,Clientes que Necesitan Atención
06318035bzs,13,1,764.83,4,Cliente Perdido
0642bdc9bzs,23,1,974.1,0,Clientes que Necesitan Atención
064f1f7dbzs,6,1,8789.51,1,Cliente Prometedor
065be73ebzs,24,1,1458.6,0,Clientes que Necesitan Atención
066f525dbzs,6,2,11115.62,1,Cliente Prometedor
068743d8bzs,1,6,44347.560000000005,1,Cliente Prometedor
06894121bzs,20,1,1977.61,0,Clientes que Necesitan Atención
068dc61fbzs,12,1,1692.01,4,Cliente Perdido
068f1041bzs,6,2,1770.21,1,Cliente Prometedor
06a741a0bzs,13,2,3535.66,4,Cliente Perdido
06a9ff0ebzs,20,1,698.7,0,Clientes que Necesitan Atención
06d978b4bzs,16,1,671.84,4,Cliente Perdido
06eb2cefbzs,17,1,2871.3,0,Clientes que Necesitan Atención
06f8700ebzs,20,1,1225.87,0,Clientes que Necesitan Atención
07136db6bzs,7,1,797.13,1,Cliente Prometedor
07156fc3bzs,21,2,1619.76,0,Clientes que Necesitan Atención
071a8f0fbzs,17,1,872.44,0,Clientes que Necesitan Atención
07287582bzs,19,1,1144.78,0,Clientes que Necesitan Atención
0734733abzs,15,4,14231.89,4,Cliente Perdido
073dfcf2bzs,20,2,18769.87,0,Clientes que Necesitan Atención
073e197abzs,12,3,37385.38,4,Cliente Perdido
074a71f8bzs,22,1,1778.37,0,Clientes que Necesitan Atención
074cf5e2bzs,21,1,13174.49,0,Clientes que Necesitan Atención
076e6f66bzs,10,1,4461.14,4,Cliente Perdido
07887f6fbzs,4,1,2242.47,1,Cliente Prometedor
078d8acfbzs,11,2,1706.8000000000002,4,Cliente Perdido
079e0225bzs,17,2,2190.11,0,Clientes que Necesitan Atención
07aa864dbzs,24,1,1734.0,0,Clientes que Necesitan Atención
07ad53acbzs,19,1,23519.67,0,Clientes que Necesitan Atención
07aed82ebzs,17,1,698.7,0,Clientes que Necesitan Atención
07b85212bzs,2,1,315.18,1,Cliente Prometedor
07d2a591bzs,23,1,2097.46,0,Clientes que Necesitan Atención
07dadb7abzs,17,1,1068.96,0,Clientes que Necesitan Atención
07e0533bbzs,16,1,298.18,4,Cliente Perdido
07e45387bzs,4,4,3824.83,1,Cliente Prometedor
07fbfa3ebzs,6,1,15201.06,1,Cliente Prometedor
08039621bzs,10,2,4724.13,4,Cliente Perdido
080c59e9bzs,9,1,737.12,4,Cliente Perdido
080ee7d2bzs,12,1,504.73,4,Cliente Perdido
080eee7abzs,16,3,5339.02,4,Cliente Perdido
081052cabzs,23,1,698.7,0,Clientes que Necesitan Atención
0817dcbcbzs,4,5,14034.18,1,Cliente Prometedor
08182027bzs,1,20,33716.27,1,Cliente Prometedor
08225f32bzs,8,1,2448.51,4,Cliente Perdido
0824d236bzs,3,13,17465.97,1,Cliente Prometedor
0866cc03bzs,14,1,1599.02,4,Cliente Perdido
0867bdf7bzs,19,1,1160.25,0,Clientes que Necesitan Atención
08689ba0bzs,20,1,798.66,0,Clientes que Necesitan Atención
0881787fbzs,6,1,1283.33,1,Cliente Prometedor
0886f41bbzs,18,1,689.86,0,Clientes que Necesitan Atención
088c2312bzs,6,3,20836.05,1,Cliente Prometedor
08a7a4c8bzs,8,1,807.5,4,Cliente Perdido
08acd40ebzs,11,1,757.69,4,Cliente Perdido
08bb56aebzs,14,2,2436.95,4,Cliente Perdido
08c7006fbzs,23,1,638.01,0,Clientes que Necesitan Atención
08eacc55bzs,23,1,5731.55,0,Clientes que Necesitan Atención
08fba3bfbzs,3,10,24857.57,1,Cliente Prometedor
091b9c09bzs,7,2,769.08,1,Cliente Prometedor
0920a127bzs,21,1,1185.92,0,Clientes que Necesitan Atención
0923f875bzs,22,1,896.75,0,Clientes que Necesitan Atención
0938b558bzs,22,1,698.7,0,Clientes que Necesitan Atención
094f62abbzs,1,20,68424.31999999999,2,Cliente Leal
0952c087bzs,20,1,698.7,0,Clientes que Necesitan Atención
095ae5f9bzs,16,1,500.31,4,Cliente Perdido
096d9814bzs,9,3,2611.88,4,Cliente Perdido
097cb823bzs,8,1,2145.06,4,Cliente Perdido
098b4f15bzs,24,1,1697.79,0,Clientes que Necesitan Atención
09960020bzs,4,5,3571.87,1,Cliente Prometedor
09965031bzs,8,2,5036.42,4,Cliente Perdido
099680e8bzs,1,6,18514.530000000002,1,Cliente Prometedor
099733a6bzs,8,2,2265.42,4,Cliente Perdido
099a25e2bzs,17,2,4824.43,0,Clientes que Necesitan Atención
09a0856cbzs,1,8,9590.04,1,Cliente Prometedor
09a8efb0bzs,13,1,1438.2,4,Cliente Perdido
09ade916bzs,6,4,20118.989999999998,1,Cliente Prometedor
09ae8361bzs,3,1,324.36,1,Cliente Prometedor
09baed3bbzs,16,1,529.04,4,Cliente Perdido
09c576f5bzs,3,3,9166.91,1,Cliente Prometedor
09c813cabzs,7,1,968.83,1,Cliente Prometedor
09d6fde7bzs,21,1,652.97,0,Clientes que Necesitan Atención
09dea7a4bzs,13,1,717.57,4,Cliente Perdido
09e28049bzs,23,1,7879.67,0,Clientes que Necesitan Atención
09e4ef56bzs,3,1,762.28,1,Cliente Prometedor
09e75137bzs,1,6,5054.1,1,Cliente Prometedor
09f4daecbzs,22,1,2410.09,0,Clientes que Necesitan Atención
09fb302bbzs,15,3,119018.01999999999,2,Cliente Leal
0a06efd5bzs,23,1,46638.31,0,Clientes que Necesitan Atención
0a150762bzs,17,1,698.7,0,Clientes que Necesitan Atención
0a1865ccbzs,12,2,1204.96,4,Cliente Perdido
0a19d3efbzs,1,2,691.05,1,Cliente Prometedor
0a1a3ac5bzs,21,1,2259.13,0,Clientes que Necesitan Atención
0a27333fbzs,21,1,2752.13,0,Clientes que Necesitan Atención
0a3d39f3bzs,10,1,1943.1,4,Cliente Perdido
0a404a4fbzs,17,2,6297.99,0,Clientes que Necesitan Atención
0a438535bzs,21,1,693.09,0,Clientes que Necesitan Atención
0a54463ebzs,12,2,1234.03,4,Cliente Perdido
0a6b4393bzs,8,1,1887.85,4,Cliente Perdido
0a922b4dbzs,23,1,1133.73,0,Clientes que Necesitan Atención
0a95a945bzs,8,2,1872.55,4,Cliente Perdido
0aaff997bzs,2,1,824.84,1,Cliente Prometedor
0abfc1fbbzs,23,2,1327.87,0,Clientes que Necesitan Atención
0ac23ca2bzs,11,3,4175.03,4,Cliente Perdido
0ac280e8bzs,21,1,11286.47,0,Clientes que Necesitan Atención
0ae62657bzs,6,1,3368.72,1,Cliente Prometedor
0af934f1bzs,5,1,515.95,1,Cliente Prometedor
0afc4d72bzs,8,1,873.12,4,Cliente Perdido
0b0e4686bzs,17,1,888.93,0,Clientes que Necesitan Atención
0b0e9838bzs,5,2,1655.8,1,Cliente Prometedor
0b1a9db6bzs,24,1,1216.52,0,Clientes que Necesitan Atención
0b3795c3bzs,22,1,2250.8,0,Clientes que Necesitan Atención
0b48ce23bzs,1,8,15475.609999999999,1,Cliente Prometedor
0b71b384bzs,1,37,89931.87,2,Cliente Leal
0b7a6448bzs,14,1,31899.48,4,Cliente Perdido
0b7f70e5bzs,16,1,4781.25,4,Cliente Perdido
0b85058fbzs,11,1,1387.2,4,Cliente Perdido
0ba2e5e0bzs,21,1,928.2,0,Clientes que Necesitan Atención
0ba598ffbzs,22,1,698.7,0,Clientes que Necesitan Atención
0badbf17bzs,10,7,10474.21,4,Cliente Perdido
0bbc6729bzs,9,1,422.96,4,Cliente Perdido
0bc75a33bzs,5,4,7640.99,1,Cliente Prometedor
0bd2448ebzs,11,1,371.11,4,Cliente Perdido
0bdb1052bzs,1,9,4841.26,1,Cliente Prometedor
0bddcedabzs,21,1,1442.28,0,Clientes que Necesitan Atención
0be7902bbzs,9,4,3787.94,4,Cliente Perdido
0be9c44bbzs,22,1,1911.99,0,Clientes que Necesitan Atención
0be9f113bzs,21,2,7010.8,0,Clientes que Necesitan Atención
0bee30f7bzs,4,1,2319.82,1,Cliente Prometedor
0c092789bzs,9,1,737.12,4,Cliente Perdido
0c18e707bzs,12,2,1772.76,4,Cliente Perdido
0c190eb8bzs,17,1,715.36,0,Clientes que Necesitan Atención
0c23bd48bzs,20,1,1427.15,0,Clientes que Necesitan Atención
0c43ddacbzs,5,1,3011.72,1,Cliente Prometedor
0c4e1ab8bzs,17,1,1214.31,0,Clientes que Necesitan Atención
0c5e4a8bbzs,21,1,34065.28,0,Clientes que Necesitan Atención
0c64f626bzs,22,2,45581.25,0,Clientes que Necesitan Atención
0c880c5dbzs,15,1,916.3,4,Cliente Perdido
0c8ef60bbzs,22,1,1020.34,0,Clientes que Necesitan Atención
0c9c2697bzs,22,1,1887.51,0,Clientes que Necesitan Atención
0ca2460abzs,13,1,652.46,4,Cliente Perdido
0cad327fbzs,24,1,4198.15,0,Clientes que Necesitan Atención
0cbaa705bzs,19,1,1453.5,0,Clientes que Necesitan Atención
0cd09084bzs,3,20,67767.78,2,Cliente Leal
0cf0b3dcbzs,12,1,1884.11,4,Cliente Perdido
0cf6ad0bbzs,11,2,2878.6099999999997,4,Cliente Perdido
0d138731bzs,11,1,2542.35,4,Cliente Perdido
0d13ffaabzs,14,1,1786.7,4,Cliente Perdido
0d179ae3bzs,6,3,2451.4,1,Cliente Prometedor
0d197c8ebzs,22,1,1929.33,0,Clientes que Necesitan Atención
0d204b26bzs,7,1,8889.81,1,Cliente Prometedor
0d25f1d0bzs,22,1,1114.01,0,Clientes que Necesitan Atención
0d351dcfbzs,3,1,1054.85,1,Cliente Prometedor
0d3a864abzs,22,1,852.89,0,Clientes que Necesitan Atención
0d3ecf78bzs,24,1,1412.87,0,Clientes que Necesitan Atención
0d584fc7bzs,11,2,1538.8400000000001,4,Cliente Perdido
0d5c93bdbzs,20,1,17762.45,0,Clientes que Necesitan Atención
0d6026d3bzs,3,2,1212.1,1,Cliente Prometedor
0d60ab15bzs,23,1,1078.82,0,Clientes que Necesitan Atención
0d680d4dbzs,16,2,1679.43,4,Cliente Perdido
0d6edea6bzs,10,2,2686.51,4,Cliente Perdido
0d8923c0bzs,21,1,765.51,0,Clientes que Necesitan Atención
0d8ba99fbzs,19,2,33794.47,0,Clientes que Necesitan Atención
0d93d65fbzs,9,4,4624.17,4,Cliente Perdido
0d980f8ebzs,1,9,33102.57,1,Cliente Prometedor
0db2e85ebzs,7,6,8985.86,1,Cliente Prometedor
0db3f299bzs,17,2,12278.08,0,Clientes que Necesitan Atención
0db75bf1bzs,21,2,4352.68,0,Clientes que Necesitan Atención
0db89bf6bzs,2,1,870.06,1,Cliente Prometedor
0dbb9692bzs,9,2,4111.110000000001,4,Cliente Perdido
0dd1ed20bzs,2,48,21687.579999999998,2,Cliente Leal
0e277eb4bzs,19,5,13586.4,0,Clientes que Necesitan Atención
0e2ac51bbzs,19,1,470.9,0,Clientes que Necesitan Atención
0e362e1cbzs,8,1,2193.17,4,Cliente Perdido
0e39ce93bzs,20,1,5293.46,0,Clientes que Necesitan Atención
0e4010bcbzs,1,4,6899.11,1,Cliente Prometedor
0e46b754bzs,21,1,538.05,0,Clientes que Necesitan Atención
0e4d4dbebzs,17,1,1301.01,0,Clientes que Necesitan Atención
0e501e5fbzs,4,2,4657.83,1,Cliente Prometedor
0e52e302bzs,22,1,698.7,0,Clientes que Necesitan Atención
0e77fc56bzs,18,1,1739.61,0,Clientes que Necesitan Atención
0e7c4bc3bzs,24,1,8569.19,0,Clientes que Necesitan Atención
0eae1444bzs,23,1,1707.82,0,Clientes que Necesitan Atención
0eb968bdbzs,22,2,2640.27,0,Clientes que Necesitan Atención
0ebca517bzs,17,2,2254.88,0,Clientes que Necesitan Atención
0ec0150cbzs,16,1,1510.11,4,Cliente Perdido
0ec07af1bzs,9,1,1096.16,4,Cliente Perdido
0ec275e4bzs,6,1,1145.29,1,Cliente Prometedor
0ee224a2bzs,9,1,1220.77,4,Cliente Perdido
0ee42946bzs,21,1,601.63,0,Clientes que Necesitan Atención
0ee9d3a4bzs,1,1,3335.06,1,Cliente Prometedor
0f0f97f4bzs,7,1,497.76,1,Cliente Prometedor
0f108a26bzs,5,2,1724.14,1,Cliente Prometedor
0f14c071bzs,3,2,1151.58,1,Cliente Prometedor
0f23a6bbbzs,17,1,2703.68,0,Clientes que Necesitan Atención
0f3a3981bzs,3,2,8393.58,1,Cliente Prometedor
0f6472a9bzs,1,1,736.61,1,Cliente Prometedor
0f960c23bzs,9,3,5327.29,4,Cliente Perdido
0f99927dbzs,22,1,5765.55,0,Clientes que Necesitan Atención
0f9c4b3dbzs,2,5,5921.27,1,Cliente Prometedor
0fba62febzs,13,2,6503.86,4,Cliente Perdido
0fc93f1bbzs,18,1,964.41,0,Clientes que Necesitan Atención
0fcb3f7fbzs,23,1,2719.15,0,Clientes que Necesitan Atención
0fcb8fe2bzs,2,1,923.44,1,Cliente Prometedor
0fd0ca86bzs,21,1,1043.8,0,Clientes que Necesitan Atención
0fd3ca94bzs,23,1,2721.19,0,Clientes que Necesitan Atención
0fddc4c1bzs,23,1,1048.73,0,Clientes que Necesitan Atención
0fe28f80bzs,6,3,4685.37,1,Cliente Prometedor
0ff744cfbzs,3,1,1232.33,1,Cliente Prometedor
1015c22ebzs,10,1,1181.16,4,Cliente Perdido
10245e47bzs,9,1,1714.28,4,Cliente Perdido
103901f4bzs,22,2,1701.5300000000002,0,Clientes que Necesitan Atención
1044420ebzs,15,1,3635.96,4,Cliente Perdido
106193f6bzs,10,3,4524.89,4,Cliente Perdido
10655055bzs,21,1,514.76,0,Clientes que Necesitan Atención
1076b28cbzs,24,1,1533.23,0,Clientes que Necesitan Atención
10832c11bzs,21,1,5414.84,0,Clientes que Necesitan Atención
10c00234bzs,22,2,2437.63,0,Clientes que Necesitan Atención
10c3d146bzs,13,1,740.69,4,Cliente Perdido
10c7a770bzs,3,11,16398.54,1,Cliente Prometedor
10d578adbzs,14,1,2946.78,4,Cliente Perdido
10dbfeafbzs,8,4,2581.96,4,Cliente Perdido
110bc087bzs,9,1,646.85,4,Cliente Perdido
110ed73cbzs,15,3,8429.279999999999,4,Cliente Perdido
11127552bzs,8,2,5363.67,4,Cliente Perdido
11199f7cbzs,21,1,5731.55,0,Clientes que Necesitan Atención
1131cf30bzs,4,5,5444.93,1,Cliente Prometedor
113c1ef7bzs,8,1,3456.44,4,Cliente Perdido
114fb8a0bzs,7,2,1523.54,1,Cliente Prometedor
115d8477bzs,23,1,1666.34,0,Clientes que Necesitan Atención
116a276bbzs,6,2,3642.9300000000003,1,Cliente Prometedor
116f2ef7bzs,15,1,7195.42,4,Cliente Perdido
118d0291bzs,13,1,4356.76,4,Cliente Perdido
11b1fa4abzs,12,2,17722.670000000002,4,Cliente Perdido
11b6b654bzs,1,1,1223.15,1,Cliente Prometedor
11cb1440bzs,15,3,3269.95,4,Cliente Perdido
11dcfb4dbzs,2,30,38774.11,2,Cliente Leal
11f0d646bzs,13,1,1027.48,4,Cliente Perdido
11f41fb6bzs,22,1,551.48,0,Clientes que Necesitan Atención
11fe5cb7bzs,3,5,32282.66,1,Cliente Prometedor
1207fdf9bzs,17,1,944.35,0,Clientes que Necesitan Atención
120e0618bzs,22,1,698.7,0,Clientes que Necesitan Atención
12191c58bzs,7,1,5444.93,1,Cliente Prometedor
121c5e35bzs,6,14,31595.18,1,Cliente Prometedor
122800a0bzs,7,1,938.23,1,Cliente Prometedor
12304de6bzs,8,1,1001.98,4,Cliente Perdido
12365b15bzs,10,1,438.6,4,Cliente Perdido
124a80e1bzs,1,7,15220.61,1,Cliente Prometedor
125cb1f8bzs,15,2,2246.89,4,Cliente Perdido
12780eb0bzs,10,1,775.88,4,Cliente Perdido
129681ccbzs,15,1,1839.4,4,Cliente Perdido
1298adabbzs,21,1,2397.51,0,Clientes que Necesitan Atención
129a0e84bzs,2,1,1574.88,1,Cliente Prometedor
129ffe57bzs,1,2,2301.46,1,Cliente Prometedor
12c52788bzs,18,1,1032.92,0,Clientes que Necesitan Atención
12c9d82dbzs,23,1,1278.74,0,Clientes que Necesitan Atención
12cc2232bzs,23,1,1150.05,0,Clientes que Necesitan Atención
12ce52ebbzs,23,1,698.7,0,Clientes que Necesitan Atención
12d1bdffbzs,17,1,2494.07,0,Clientes que Necesitan Atención
12d78263bzs,23,1,2015.52,0,Clientes que Necesitan Atención
12e303eebzs,13,1,439.96,4,Cliente Perdido
12f65b73bzs,21,1,2406.86,0,Clientes que Necesitan Atención
13329819bzs,6,1,1576.24,1,Cliente Prometedor
1336a878bzs,13,1,1551.59,4,Cliente Perdido
133f8dafbzs,14,1,2491.35,4,Cliente Perdido
1342c505bzs,24,1,2899.52,0,Clientes que Necesitan Atención
1345b6e6bzs,1,150,451451.83,3,Mejores clientes
13483de4bzs,3,6,9797.779999999999,1,Cliente Prometedor
1350f20ebzs,20,1,648.04,0,Clientes que Necesitan Atención
135a96e8bzs,1,1,2691.95,1,Cliente Prometedor
135f94d6bzs,11,2,13728.519999999999,4,Cliente Perdido
137269b9bzs,1,2,4366.450000000001,1,Cliente Prometedor
13774c85bzs,1,71,114272.3,2,Cliente Leal
137b30bdbzs,7,1,584.97,1,Cliente Prometedor
13929adbbzs,22,1,1186.6,0,Clientes que Necesitan Atención
13b027dcbzs,24,1,445.74,0,Clientes que Necesitan Atención
13c5e330bzs,8,3,10915.36,1,Cliente Prometedor
13cf6625bzs,18,1,1536.12,0,Clientes que Necesitan Atención
13d3b55cbzs,18,2,8314.7,0,Clientes que Necesitan Atención
13e33d0ebzs,9,2,3519.17,4,Cliente Perdido
13e9cd1cbzs,24,1,2011.27,0,Clientes que Necesitan Atención
13fb640dbzs,8,1,2362.83,4,Cliente Perdido
14021af8bzs,3,3,3359.88,1,Cliente Prometedor
140407a7bzs,10,2,9690.17,4,Cliente Perdido
