customer,recency,frequency,monetary,cluster,cluster_label
8b7cb115bzs,24,1,1614.32,0,Clientes que Necesitan Atención
8b7cfd70bzs,1,2,7534.91,1,Cliente Prometedor
8b9e20f9bzs,13,1,1166.03,4,Cliente Perdido
8ba42aa4bzs,19,1,748.51,0,Clientes que Necesitan Atención
8ba6e5cabzs,1,16,30695.37,1,Cliente Prometedor
8bc1f5ebbzs,9,5,3479.39,4,Cliente Perdido
8bdc7ea2bzs,1,1,745.96,1,Cliente Prometedor
8be37439bzs,18,2,2222.2400000000002,0,Clientes que Necesitan Atención
8be5bf2abzs,17,1,1864.39,0,Clientes que Necesitan Atención
8bef71b7bzs,19,2,3133.61,0,Clientes que Necesitan Atención
8bf8f58fbzs,13,1,779.11,4,Cliente Perdido
8c04032bbzs,7,2,2604.91,1,Cliente Prometedor
8c076bf1bzs,14,5,6725.88,4,Cliente Perdido
8c2f00a5bzs,24,1,3494.01,0,Clientes que Necesitan Atención
8c6aecb3bzs,22,1,1717.0,0,Clientes que Necesitan Atención
8c6bfa0abzs,17,1,3396.43,0,Clientes que Necesitan Atención
8c72c5d0bzs,23,1,3924.79,0,Clientes que Necesitan Atención
8c745b13bzs,18,1,1061.14,0,Clientes que Necesitan Atención
8c78ee5abzs,5,1,2598.45,1,Cliente Prometedor
8c7eee11bzs,23,1,698.7,0,Clientes que Necesitan Atención
8c895e2fbzs,7,1,737.12,1,Cliente Prometedor
8c8ce0cdbzs,20,3,17897.260000000002,0,Clientes que Necesitan Atención
8c8d0b1cbzs,8,2,1745.0500000000002,4,Cliente Perdido
8c964e4cbzs,12,1,1044.82,4,Cliente Perdido
8c9b1f28bzs,3,6,5511.2300000000005,1,Cliente Prometedor
8c9da8a6bzs,6,4,2929.7799999999997,1,Cliente Prometedor
8c9dd41cbzs,1,2,1494.3,1,Cliente Prometedor
8c9defbcbzs,19,1,2106.98,0,Clientes que Necesitan Atención
8caa399fbzs,9,1,609.96,4,Cliente Perdido
8cab1fdfbzs,1,3,2856.8500000000004,1,Cliente Prometedor
8cb14c3cbzs,4,2,3215.89,1,Cliente Prometedor
8cb26b8abzs,24,1,1151.24,0,Clientes que Necesitan Atención
8cb6e7adbzs,1,4,5810.09,1,Cliente Prometedor
8cbfff52bzs,7,3,6030.58,1,Cliente Prometedor
8cdf3a9dbzs,9,2,4015.06,4,Cliente Perdido
8ce51160bzs,12,1,1496.51,4,Cliente Perdido
8cf8d9aabzs,24,1,2000.05,0,Clientes que Necesitan Atención
8d0326b1bzs,22,1,4441.25,0,Clientes que Necesitan Atención
8d0c4d5bbzs,8,4,16691.45,1,Cliente Prometedor
8d1771e6bzs,10,1,607.07,4,Cliente Perdido
8d5a06a9bzs,21,1,4534.24,0,Clientes que Necesitan Atención
8d6b3610bzs,10,1,2678.52,4,Cliente Perdido
8d84621dbzs,20,1,1096.16,0,Clientes que Necesitan Atención
8d865544bzs,19,1,1176.06,0,Clientes que Necesitan Atención
8d9b0dedbzs,7,1,1376.83,1,Cliente Prometedor
8db46214bzs,1,14,20686.45,1,Cliente Prometedor
8dce0732bzs,9,5,26077.49,4,Cliente Perdido
8dce86a0bzs,13,2,2629.56,4,Cliente Perdido
8ddc13b4bzs,7,1,2856.34,1,Cliente Prometedor
8dde9829bzs,6,7,9804.07,1,Cliente Prometedor
8df4f3f2bzs,17,1,3538.21,0,Clientes que Necesitan Atención
8e0c44dcbzs,4,1,926.16,1,Cliente Prometedor
8e186392bzs,24,1,1242.19,0,Clientes que Necesitan Atención
8e1c70a4bzs,8,1,1096.67,4,Cliente Perdido
8e21e980bzs,1,1,663.34,1,Cliente Prometedor
8e36eafbbzs,7,1,537.03,1,Cliente Prometedor
8e3a00b2bzs,19,1,824.33,0,Clientes que Necesitan Atención
8e41dd2cbzs,22,1,1134.07,0,Clientes que Necesitan Atención
8e4a13f7bzs,23,1,614.21,0,Clientes que Necesitan Atención
8e524a7cbzs,3,12,32084.1,1,Cliente Prometedor
8e62163ebzs,17,1,1560.09,0,Clientes que Necesitan Atención
8e6b6007bzs,4,4,6898.429999999999,1,Cliente Prometedor
8ea338c2bzs,5,5,6171.34,1,Cliente Prometedor
8eac81a1bzs,15,4,2922.13,4,Cliente Perdido
8eb7b6b9bzs,18,1,901.85,0,Clientes que Necesitan Atención
8ece5800bzs,5,4,3355.29,1,Cliente Prometedor
8ecf5a20bzs,17,2,5218.49,0,Clientes que Necesitan Atención
8ef6bff2bzs,9,1,770.78,4,Cliente Perdido
8f0b6717bzs,5,1,662.49,1,Cliente Prometedor
8f10bd28bzs,20,1,541.11,0,Clientes que Necesitan Atención
8f28ac36bzs,23,1,1455.03,0,Clientes que Necesitan Atención
8f2ac901bzs,8,1,7154.28,4,Cliente Perdido
8f48dc70bzs,21,1,1043.12,0,Clientes que Necesitan Atención
8f62bca6bzs,5,6,12553.14,1,Cliente Prometedor
8f62f52fbzs,20,1,1146.14,0,Clientes que Necesitan Atención
8f69a126bzs,4,2,3384.7,1,Cliente Prometedor
8f725702bzs,4,1,599.59,1,Cliente Prometedor
8f879109bzs,9,2,24406.559999999998,4,Cliente Perdido
8f99762cbzs,17,1,967.3,0,Clientes que Necesitan Atención
8fb6e65abzs,15,1,1526.6,4,Cliente Perdido
8fb96264bzs,19,2,1063.8600000000001,0,Clientes que Necesitan Atención
8fbc27a0bzs,17,1,698.7,0,Clientes que Necesitan Atención
8fc75395bzs,14,1,3792.87,4,Cliente Perdido
8fc925d7bzs,5,26,78062.3,2,Cliente Leal
8fcedea7bzs,5,2,1741.31,1,Cliente Prometedor
8fe99666bzs,24,1,1144.44,0,Clientes que Necesitan Atención
900baaaabzs,4,12,76243.3,1,Cliente Prometedor
900c2d5abzs,17,1,30334.12,0,Clientes que Necesitan Atención
9019bb60bzs,7,1,5528.06,1,Cliente Prometedor
9024022abzs,20,1,989.06,0,Clientes que Necesitan Atención
902da389bzs,1,1,645.66,1,Cliente Prometedor
9037c4a9bzs,12,1,1116.73,4,Cliente Perdido
9051d01bbzs,1,4,11646.36,1,Cliente Prometedor
90598971bzs,22,1,7845.67,0,Clientes que Necesitan Atención
90616790bzs,22,1,5701.63,0,Clientes que Necesitan Atención
90696c1bbzs,20,1,3334.38,0,Clientes que Necesitan Atención
9071840cbzs,2,3,1391.28,1,Cliente Prometedor
9076974bbzs,13,1,469.88,4,Cliente Perdido
908898bcbzs,7,3,2420.12,1,Cliente Prometedor
908a0791bzs,16,3,3039.26,4,Cliente Perdido
908cb653bzs,9,1,1066.58,4,Cliente Perdido
90a90fdfbzs,17,2,10008.58,0,Clientes que Necesitan Atención
90b4fd35bzs,1,3,1541.22,1,Cliente Prometedor
90cf96d6bzs,13,11,37259.409999999996,4,Cliente Perdido
90dc4841bzs,13,1,2939.13,4,Cliente Perdido
90e037f1bzs,7,1,5894.24,1,Cliente Prometedor
90e9fe8abzs,15,1,762.79,4,Cliente Perdido
90f341eabzs,23,1,1403.01,0,Clientes que Necesitan Atención
90fa7fc4bzs,21,1,25781.18,0,Clientes que Necesitan Atención
9100976bbzs,9,1,600.95,4,Cliente Perdido
91231c57bzs,4,5,30095.269999999997,1,Cliente Prometedor
9126111cbzs,1,1,402.56,1,Cliente Prometedor
917e1a11bzs,10,5,7393.639999999999,4,Cliente Perdido
91a0c749bzs,11,3,5341.91,4,Cliente Perdido
91a68f1dbzs,23,1,1077.29,0,Clientes que Necesitan Atención
91c8747abzs,20,1,589.56,0,Clientes que Necesitan Atención
91df7989bzs,20,2,2923.3199999999997,0,Clientes que Necesitan Atención
91f61f55bzs,2,1,2297.04,1,Cliente Prometedor
91fbf9a4bzs,8,1,926.16,4,Cliente Perdido
91fefea4bzs,19,1,528.7,0,Clientes que Necesitan Atención
921b11abbzs,14,1,2527.56,4,Cliente Perdido
921f244ebzs,4,11,39297.03,1,Cliente Prometedor
92283c9fbzs,15,1,402.05,4,Cliente Perdido
923852eabzs,8,1,2762.33,4,Cliente Perdido
923f40f1bzs,2,14,24406.56,1,Cliente Prometedor
9243aae3bzs,23,1,532.27,0,Clientes que Necesitan Atención
92496b20bzs,21,1,2306.73,0,Clientes que Necesitan Atención
924f5dd6bzs,8,1,876.18,4,Cliente Perdido
9251163fbzs,3,23,36155.26,1,Cliente Prometedor
927248eabzs,19,2,1424.0900000000001,0,Clientes que Necesitan Atención
9273e06fbzs,1,3,3495.88,1,Cliente Prometedor
927c6370bzs,17,1,2704.53,0,Clientes que Necesitan Atención
9281f70dbzs,22,1,1508.75,0,Clientes que Necesitan Atención
929a6bc9bzs,22,1,1942.76,0,Clientes que Necesitan Atención
92b42430bzs,8,5,13081.67,1,Cliente Prometedor
92bb5a1ebzs,7,1,811.75,1,Cliente Prometedor
92cf95dfbzs,8,9,16237.89,1,Cliente Prometedor
92d37a26bzs,4,3,2236.35,1,Cliente Prometedor
92e3d877bzs,18,1,1276.02,0,Clientes que Necesitan Atención
92e76e36bzs,19,1,547.57,0,Clientes que Necesitan Atención
92fb3f9ebzs,6,2,1859.8,1,Cliente Prometedor
930d6089bzs,9,1,503.54,4,Cliente Perdido
932644abbzs,8,1,1100.07,4,Cliente Perdido
9329821cbzs,6,1,1790.44,1,Cliente Prometedor
9355a9c3bzs,18,1,2628.37,0,Clientes que Necesitan Atención
9355c886bzs,2,80,121310.81,2,Cliente Leal
93627b8ebzs,24,1,13728.86,0,Clientes que Necesitan Atención
93668daabzs,21,1,531.42,0,Clientes que Necesitan Atención
936affa5bzs,4,1,634.95,1,Cliente Prometedor
93728cfdbzs,10,3,2668.32,4,Cliente Perdido
93787086bzs,3,1,1363.57,1,Cliente Prometedor
937f6497bzs,8,1,387.94,4,Cliente Perdido
9382d238bzs,21,1,2272.22,0,Clientes que Necesitan Atención
939e7c0dbzs,3,7,13091.054000000002,1,Cliente Prometedor
93a27126bzs,15,1,2756.55,4,Cliente Perdido
93ad95e5bzs,15,1,747.66,4,Cliente Perdido
93c5f231bzs,18,3,4360.5,0,Clientes que Necesitan Atención
93d24b5bbzs,22,1,698.7,0,Clientes que Necesitan Atención
93e03847bzs,10,1,961.35,4,Cliente Perdido
93e47514bzs,20,1,661.64,0,Clientes que Necesitan Atención
93e86f03bzs,2,2,1157.02,1,Cliente Prometedor
93f4eb27bzs,20,2,1875.95,0,Clientes que Necesitan Atención
93f53e5dbzs,7,8,29726.370000000003,1,Cliente Prometedor
94056657bzs,5,1,1462.17,1,Cliente Prometedor
940c0279bzs,18,1,552.16,0,Clientes que Necesitan Atención
941c02febzs,18,1,1702.04,0,Clientes que Necesitan Atención
9425c9b7bzs,22,1,683.06,0,Clientes que Necesitan Atención
943fddfbbzs,13,12,55169.590000000004,4,Cliente Perdido
9447a6cebzs,22,1,1679.26,0,Clientes que Necesitan Atención
945ddcedbzs,14,1,805.63,4,Cliente Perdido
947dfee9bzs,2,24,60162.32,2,Cliente Leal
947e860cbzs,20,1,698.7,0,Clientes que Necesitan Atención
949bfa0fbzs,23,1,698.7,0,Clientes que Necesitan Atención
949e94a0bzs,16,1,5635.33,4,Cliente Perdido
94a97b17bzs,6,1,2048.84,1,Cliente Prometedor
94adb617bzs,4,1,3314.66,1,Cliente Prometedor
94b9087dbzs,8,1,497.76,4,Cliente Perdido
94c842d1bzs,11,1,761.43,4,Cliente Perdido
94cca552bzs,13,2,2530.62,4,Cliente Perdido
94ccf102bzs,7,4,2962.9300000000003,1,Cliente Prometedor
94e3dd50bzs,21,1,1876.46,0,Clientes que Necesitan Atención
94f3f3cebzs,13,5,7076.25,4,Cliente Perdido
94f7de15bzs,3,1,1562.98,1,Cliente Prometedor
951d0dabbzs,9,2,3498.26,4,Cliente Perdido
952d07fbbzs,24,1,1584.06,0,Clientes que Necesitan Atención
9541be79bzs,10,3,4713.76,4,Cliente Perdido
954458ffbzs,22,1,1370.88,0,Clientes que Necesitan Atención
954c9df8bzs,7,2,7244.72,1,Cliente Prometedor
954e281dbzs,15,1,2114.12,4,Cliente Perdido
955f167ebzs,5,1,482.12,1,Cliente Prometedor
9568a889bzs,8,1,1044.31,4,Cliente Perdido
956a8748bzs,1,1,3084.82,1,Cliente Prometedor
9572ca86bzs,22,1,1533.91,0,Clientes que Necesitan Atención
9587a6c2bzs,11,2,2565.81,4,Cliente Perdido
959cdcefbzs,4,1,391.34,1,Cliente Prometedor
95a968b8bzs,18,1,2637.55,0,Clientes que Necesitan Atención
95aa6bb4bzs,8,2,3521.04,4,Cliente Perdido
95c6c3d5bzs,21,1,1849.43,0,Clientes que Necesitan Atención
95cc1edcbzs,13,1,653.14,4,Cliente Perdido
95cec02dbzs,13,1,469.03,4,Cliente Perdido
95d22b64bzs,20,1,1926.95,0,Clientes que Necesitan Atención
95d9c51ebzs,23,1,698.7,0,Clientes que Necesitan Atención
95de7667bzs,17,1,3656.53,0,Clientes que Necesitan Atención
95df156ebzs,7,11,13849.9,1,Cliente Prometedor
95f5a4bcbzs,2,6,10255.59,1,Cliente Prometedor
95f6e420bzs,12,1,1044.48,4,Cliente Perdido
960cf55abzs,16,1,1209.04,4,Cliente Perdido
96163dacbzs,3,3,6512.02,1,Cliente Prometedor
9618d54bbzs,4,2,3415.3,1,Cliente Prometedor
961d06b3bzs,11,1,1675.86,4,Cliente Perdido
96331357bzs,24,1,10616.5,0,Clientes que Necesitan Atención
963978b6bzs,17,1,703.12,0,Clientes que Necesitan Atención
9640ff6dbzs,6,1,514.76,1,Cliente Prometedor
9642f240bzs,24,1,2714.9,0,Clientes que Necesitan Atención
964ee605bzs,16,2,2642.14,4,Cliente Perdido
966ae848bzs,18,3,8653.85,0,Clientes que Necesitan Atención
967e278cbzs,21,1,1478.49,0,Clientes que Necesitan Atención
967eed20bzs,2,13,10655.43,1,Cliente Prometedor
9684b506bzs,6,5,4979.8099999999995,1,Cliente Prometedor
969df2fdbzs,8,1,405.28,4,Cliente Perdido
969f127ebzs,12,1,919.53,4,Cliente Perdido
96aa8aa8bzs,5,1,2685.66,1,Cliente Prometedor
96b3018cbzs,8,1,2844.44,4,Cliente Perdido
96d1f15abzs,2,59,167641.76,2,Cliente Leal
96d783e8bzs,7,1,737.12,1,Cliente Prometedor
96d98ccabzs,21,5,8635.49,0,Clientes que Necesitan Atención
96f7dc6cbzs,15,1,1099.9,4,Cliente Perdido
96fed931bzs,20,1,736.27,0,Clientes que Necesitan Atención
97026203bzs,1,170,360515.5983,3,Mejores clientes
97038f86bzs,20,2,2131.29,0,Clientes que Necesitan Atención
97060295bzs,18,1,828.24,0,Clientes que Necesitan Atención
971a2ca0bzs,9,1,761.43,4,Cliente Perdido
971bb1e6bzs,1,1,614.72,1,Cliente Prometedor
972dc599bzs,1,17,50994.56,1,Cliente Prometedor
97332324bzs,13,1,1488.52,4,Cliente Perdido
973db4dfbzs,20,1,34082.28,0,Clientes que Necesitan Atención
9743c0c6bzs,5,8,29227.59,1,Cliente Prometedor
9747fff1bzs,5,11,13950.539999999999,1,Cliente Prometedor
974cb840bzs,14,1,2557.65,4,Cliente Perdido
974f6cfdbzs,12,1,451.69,4,Cliente Perdido
97511194bzs,16,1,3081.76,4,Cliente Perdido
976abc14bzs,5,1,934.15,1,Cliente Prometedor
97776238bzs,22,1,701.76,0,Clientes que Necesitan Atención
97792440bzs,3,10,17128.86,1,Cliente Prometedor
977b4536bzs,18,2,2224.96,0,Clientes que Necesitan Atención
97855693bzs,12,1,721.48,4,Cliente Perdido
9786255dbzs,12,3,2952.05,4,Cliente Perdido
979d38e9bzs,4,3,3818.0299999999997,1,Cliente Prometedor
97a50c80bzs,4,1,509.83,1,Cliente Prometedor
97a68952bzs,21,1,1322.6,0,Clientes que Necesitan Atención
97bb6efcbzs,9,3,8457.891,4,Cliente Perdido
97ed8da8bzs,2,1,1060.63,1,Cliente Prometedor
97f80fecbzs,6,1,702.27,1,Cliente Prometedor
97ff3f63bzs,7,4,4102.78,1,Cliente Prometedor
9828b424bzs,19,1,4619.58,0,Clientes que Necesitan Atención
984ca887bzs,22,1,12874.44,0,Clientes que Necesitan Atención
9852334fbzs,14,3,33295.86,4,Cliente Perdido
98578e89bzs,7,14,23398.8,1,Cliente Prometedor
985b86b7bzs,1,29,68868.36,2,Cliente Leal
985e702bbzs,24,1,11501.35,0,Clientes que Necesitan Atención
98607844bzs,8,1,1595.11,4,Cliente Perdido
989bbd47bzs,19,1,1408.45,0,Clientes que Necesitan Atención
98a14430bzs,24,1,1622.48,0,Clientes que Necesitan Atención
98a862d5bzs,13,3,3420.74,4,Cliente Perdido
98aa0454bzs,8,2,2607.8,4,Cliente Perdido
98ac8902bzs,8,1,1947.35,4,Cliente Perdido
98c2e646bzs,6,1,798.32,1,Cliente Prometedor
98d60c7cbzs,2,17,40715.0,1,Cliente Prometedor
98da0250bzs,4,16,28526.850000000002,1,Cliente Prometedor
98edd335bzs,8,8,6864.43,1,Cliente Prometedor
9926a934bzs,19,1,455.77,0,Clientes que Necesitan Atención
992b5572bzs,3,1,8246.87,1,Cliente Prometedor
9942a795bzs,23,1,1631.49,0,Clientes que Necesitan Atención
9947f7e8bzs,23,1,698.7,0,Clientes que Necesitan Atención
9951cca7bzs,23,1,7845.67,0,Clientes que Necesitan Atención
995be9bfbzs,4,1,1067.77,1,Cliente Prometedor
99678757bzs,7,3,3841.32,1,Cliente Prometedor
996d2070bzs,15,3,2372.69,4,Cliente Perdido
998932eabzs,20,1,1096.67,0,Clientes que Necesitan Atención
998e87bcbzs,7,1,1937.32,1,Cliente Prometedor
9990b646bzs,17,1,1206.49,0,Clientes que Necesitan Atención
9994d954bzs,20,1,1134.75,0,Clientes que Necesitan Atención
99b26579bzs,20,1,780.3,0,Clientes que Necesitan Atención
99b643e9bzs,21,1,2159.17,0,Clientes que Necesitan Atención
99b660f7bzs,21,1,3564.73,0,Clientes que Necesitan Atención
99bf9c57bzs,21,1,1748.62,0,Clientes que Necesitan Atención
99c72064bzs,21,1,2488.46,0,Clientes que Necesitan Atención
99ceb865bzs,2,5,4818.3099999999995,1,Cliente Prometedor
99dc1e94bzs,8,2,2002.6,4,Cliente Perdido
99dd6603bzs,4,1,898.45,1,Cliente Prometedor
99e04f9cbzs,22,1,1039.89,0,Clientes que Necesitan Atención
99e6b3acbzs,22,2,2783.24,0,Clientes que Necesitan Atención
99e99083bzs,21,4,11296.84,0,Clientes que Necesitan Atención
99f3d9a0bzs,24,1,651.78,0,Clientes que Necesitan Atención
99f6010abzs,21,2,2081.65,0,Clientes que Necesitan Atención
9a0122d7bzs,16,3,2443.92,4,Cliente Perdido
9a03d849bzs,8,1,512.55,4,Cliente Perdido
9a18f91cbzs,8,1,771.46,4,Cliente Perdido
9a2dac64bzs,9,3,3441.1400000000003,4,Cliente Perdido
9a49c0f0bzs,2,10,8568.0,1,Cliente Prometedor
9a4b9002bzs,9,2,1891.7599999999998,4,Cliente Perdido
9a5e6040bzs,1,7,14245.83,1,Cliente Prometedor
9a63d62dbzs,2,30,173382.32,2,Cliente Leal
9a799726bzs,4,5,4076.09,1,Cliente Prometedor
9a7cd278bzs,11,1,1046.35,4,Cliente Perdido
9a7e78d1bzs,14,2,2964.8,4,Cliente Perdido
9a7f8b26bzs,7,1,861.73,1,Cliente Prometedor
9a83e8a6bzs,6,1,551.48,1,Cliente Prometedor
9a86fcbabzs,23,1,1186.09,0,Clientes que Necesitan Atención
9a9da23ebzs,17,1,2048.33,0,Clientes que Necesitan Atención
9aa99b36bzs,17,2,2358.41,0,Clientes que Necesitan Atención
9aad76c4bzs,22,1,1552.27,0,Clientes que Necesitan Atención
9ab98c44bzs,13,1,885.87,4,Cliente Perdido
9ae11a64bzs,10,2,2568.02,4,Cliente Perdido
9aefed2fbzs,13,14,19071.79,4,Cliente Perdido
9b13a6fbbzs,15,2,4521.49,4,Cliente Perdido
9b3a6dd5bzs,18,1,1426.81,0,Clientes que Necesitan Atención
9b49a902bzs,20,1,698.7,0,Clientes que Necesitan Atención
9b5bb07cbzs,1,41,81947.31,2,Cliente Leal
9b630468bzs,11,2,3798.99,4,Cliente Perdido
9b646417bzs,9,1,1968.77,4,Cliente Perdido
9b705839bzs,12,1,505.41,4,Cliente Perdido
9b709eb9bzs,23,1,1223.83,0,Clientes que Necesitan Atención
9b8d79d4bzs,13,2,2386.29,4,Cliente Perdido
9b9c637dbzs,22,4,6627.96,0,Clientes que Necesitan Atención
9bc185fdbzs,19,1,1177.08,0,Clientes que Necesitan Atención
9bd29e60bzs,21,1,1489.2,0,Clientes que Necesitan Atención
9bd5d8dbbzs,7,2,2347.19,1,Cliente Prometedor
9c118d9ebzs,2,1,1353.54,1,Cliente Prometedor
9c3a8dc7bzs,11,1,1127.44,4,Cliente Perdido
9c429988bzs,21,1,1542.75,0,Clientes que Necesitan Atención
9c46e675bzs,4,1,1096.16,1,Cliente Prometedor
9c471769bzs,9,1,1415.76,4,Cliente Perdido
9c4b9306bzs,10,1,2027.93,4,Cliente Perdido
9c548306bzs,2,1,645.66,1,Cliente Prometedor
9c591decbzs,2,1,744.94,1,Cliente Prometedor
9c5b29ecbzs,18,1,973.42,0,Clientes que Necesitan Atención
9c5e2505bzs,7,1,1090.89,1,Cliente Prometedor
9c699bc9bzs,1,1,822.63,1,Cliente Prometedor
9c71203ebzs,17,1,1117.92,0,Clientes que Necesitan Atención
9c73dcdcbzs,21,2,3143.81,0,Clientes que Necesitan Atención
9c89d31fbzs,15,1,1250.86,4,Cliente Perdido
9c8a5e06bzs,19,7,103353.2,0,Clientes que Necesitan Atención
9c8e5a88bzs,6,4,7579.45,1,Cliente Prometedor
9c8ed1a7bzs,17,12,108478.7,2,Cliente Leal
9c92b732bzs,8,1,7650.68,4,Cliente Perdido
9c9bdb2fbzs,12,3,2650.3,4,Cliente Perdido
9cacce88bzs,17,1,1487.5,0,Clientes que Necesitan Atención
9cb2a4cebzs,2,2,1426.81,1,Cliente Prometedor
9cbfafdfbzs,14,1,565.08,4,Cliente Perdido
9ccbeb02bzs,24,1,1436.67,0,Clientes que Necesitan Atención
9cd2ab5bbzs,21,2,3093.66,0,Clientes que Necesitan Atención
9cd3b913bzs,6,1,1049.58,1,Cliente Prometedor
9cdea2bfbzs,5,2,5685.99,1,Cliente Prometedor
9ceda598bzs,2,1,1426.64,1,Cliente Prometedor
9d0150c1bzs,3,6,4493.44,1,Cliente Prometedor
9d03a18bbzs,4,2,2157.81,1,Cliente Prometedor
9d0a48e4bzs,1,3,24790.08,1,Cliente Prometedor
9d1ffa4bbzs,7,1,15266.51,1,Cliente Prometedor
9d4fa802bzs,22,1,1114.01,0,Clientes que Necesitan Atención
9d520a8ebzs,3,7,6781.47,1,Cliente Prometedor
9d7904babzs,14,1,665.55,4,Cliente Perdido
9d7a7dfbbzs,7,2,1290.98,1,Cliente Prometedor
9d7dddd1bzs,1,9,16153.4,1,Cliente Prometedor
9d83bbecbzs,7,1,1611.26,1,Cliente Prometedor
9d8b0fe9bzs,5,3,2094.74,1,Cliente Prometedor
9d8d0402bzs,7,1,543.32,1,Cliente Prometedor
9d8ecd61bzs,19,3,1727.03,0,Clientes que Necesitan Atención
9d978dc6bzs,6,1,908.48,1,Cliente Prometedor
9da0926ebzs,23,1,698.7,0,Clientes que Necesitan Atención
9da16d2cbzs,17,1,1323.62,0,Clientes que Necesitan Atención
9da61ba3bzs,1,12,51288.66,1,Cliente Prometedor
9dbf6a7abzs,9,1,2723.23,4,Cliente Perdido
9dc89c61bzs,7,1,1022.72,1,Cliente Prometedor
9dcb1849bzs,2,1,4320.89,1,Cliente Prometedor
9dd03e79bzs,21,1,1499.06,0,Clientes que Necesitan Atención
9dd600eebzs,10,1,1165.18,4,Cliente Perdido
9ddee829bzs,1,10,15231.150000000001,1,Cliente Prometedor
9dfdb21ebzs,16,1,7908.74,4,Cliente Perdido
9e032fdebzs,6,4,8055.79,1,Cliente Prometedor
9e110ca4bzs,11,2,1812.54,4,Cliente Perdido
9e156e4dbzs,3,2,1973.3600000000001,1,Cliente Prometedor
9e199bfcbzs,8,1,737.12,4,Cliente Perdido
9e378974bzs,21,1,1924.74,0,Clientes que Necesitan Atención
9e3994d4bzs,7,1,535.16,1,Cliente Prometedor
9e4e0206bzs,23,1,706.52,0,Clientes que Necesitan Atención
9e5d0f0ebzs,4,1,902.87,1,Cliente Prometedor
9eb7d71bbzs,15,1,1184.9,4,Cliente Perdido
9eba72dcbzs,5,2,1213.8000000000002,1,Cliente Prometedor
9ebf8e24bzs,6,1,366.86,1,Cliente Prometedor
9ec48c12bzs,1,3,1763.75,1,Cliente Prometedor
9ecf81c4bzs,8,1,841.16,4,Cliente Perdido
9ed291e2bzs,21,1,512.04,0,Clientes que Necesitan Atención
9ed3e670bzs,9,1,469.37,4,Cliente Perdido
9f119db3bzs,8,1,1370.88,4,Cliente Perdido
9f195638bzs,21,1,698.7,0,Clientes que Necesitan Atención
9f1bcaa8bzs,21,1,720.63,0,Clientes que Necesitan Atención
9f22a048bzs,1,2,3027.87,1,Cliente Prometedor
9f249448bzs,6,1,717.91,1,Cliente Prometedor
9f2f5d9bbzs,22,1,678.81,0,Clientes que Necesitan Atención
9f3fa857bzs,21,1,2009.23,0,Clientes que Necesitan Atención
9f459160bzs,22,1,516.63,0,Clientes que Necesitan Atención
9f7509ccbzs,14,1,500.65,4,Cliente Perdido
9fa49451bzs,15,1,1487.84,4,Cliente Perdido
9fd4d445bzs,23,2,1397.4,0,Clientes que Necesitan Atención
9fd62f41bzs,12,4,11000.53,4,Cliente Perdido
9fe9b543bzs,17,2,4333.8099999999995,0,Clientes que Necesitan Atención
9ff9a065bzs,21,1,2674.27,0,Clientes que Necesitan Atención
9ffaac2ebzs,22,1,518.84,0,Clientes que Necesitan Atención
a010f8dcbzs,17,1,10070.29,0,Clientes que Necesitan Atención
a0194c7dbzs,11,1,1282.48,4,Cliente Perdido
a03163f0bzs,14,2,1412.19,4,Cliente Perdido
a034b2b7bzs,17,2,5204.719999999999,0,Clientes que Necesitan Atención
a0391ce4bzs,21,1,3167.95,0,Clientes que Necesitan Atención
a0408822bzs,7,1,5063.62,1,Cliente Prometedor
a045988cbzs,15,1,2539.46,4,Cliente Perdido
a04900a1bzs,9,5,6945.18,4,Cliente Perdido
a05b6b73bzs,8,1,1867.79,4,Cliente Perdido
a061fcdbbzs,11,1,3198.38,4,Cliente Perdido
a06b7daabzs,18,1,1894.82,0,Clientes que Necesitan Atención
a088d6e7bzs,9,1,717.23,4,Cliente Perdido
a09936b4bzs,5,1,1487.16,1,Cliente Prometedor
a0aea33cbzs,6,1,2424.2,1,Cliente Prometedor
a0b3a935bzs,8,3,3461.54,4,Cliente Perdido
a0c37743bzs,17,2,2992.8500000000004,0,Clientes que Necesitan Atención
a0cbd848bzs,6,1,1858.78,1,Cliente Prometedor
a0ce5d86bzs,8,2,1838.04,4,Cliente Perdido
a0d388b1bzs,23,1,1266.16,0,Clientes que Necesitan Atención
a0d93362bzs,7,3,2175.83,1,Cliente Prometedor
a0e75194bzs,3,1,1189.66,1,Cliente Prometedor
a0eb104abzs,19,1,982.26,0,Clientes que Necesitan Atención
a0eb2478bzs,1,10,9681.16,1,Cliente Prometedor
a0f8632dbzs,20,1,733.55,0,Clientes que Necesitan Atención
a0fb096ebzs,9,2,1396.72,4,Cliente Perdido
a10ef0d4bzs,10,3,3035.52,4,Cliente Perdido
a11ad24bbzs,21,1,698.7,0,Clientes que Necesitan Atención
a12e3330bzs,5,2,4022.71,1,Cliente Prometedor
a133bb16bzs,23,1,1614.32,0,Clientes que Necesitan Atención
a1434922bzs,10,2,3227.28,4,Cliente Perdido
a14da5d7bzs,7,1,1095.48,1,Cliente Prometedor
a1634d09bzs,17,1,717.4,0,Clientes que Necesitan Atención
a16683f9bzs,4,5,5560.1900000000005,1,Cliente Prometedor
a169034bbzs,2,1,6943.48,1,Cliente Prometedor
